S No,Fuel,State,Year,Vehicle Class,Value
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Power Tiller,0
5,PETROL,Himachal Pradesh(96),2026,Power Tiller,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Power Tiller,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Power Tiller,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Power Tiller,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Power Tiller,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Power Tiller,0
11,PURE EV,Himachal Pradesh(96),2026,Power Tiller,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Power Tiller,0
1,CNG ONLY,Himachal Pradesh(96),2026,Private Service Vehicle (Individual Use),0
2,DIESEL,Himachal Pradesh(96),2026,Private Service Vehicle (Individual Use),0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Private Service Vehicle (Individual Use),0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Private Service Vehicle (Individual Use),0
5,PETROL,Himachal Pradesh(96),2026,Private Service Vehicle (Individual Use),0
6,PETROL/CNG,Himachal Pradesh(96),2026,Private Service Vehicle (Individual Use),0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Private Service Vehicle (Individual Use),1
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Private Service Vehicle (Individual Use),0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Private Service Vehicle (Individual Use),1
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Private Service Vehicle (Individual Use),0
11,PURE EV,Himachal Pradesh(96),2026,Private Service Vehicle (Individual Use),0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Private Service Vehicle (Individual Use),0
1,CNG ONLY,Himachal Pradesh(96),2026,Camper Van / Trailer (Private Use),0
2,DIESEL,Himachal Pradesh(96),2026,Camper Van / Trailer (Private Use),3
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Camper Van / Trailer (Private Use),0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Camper Van / Trailer (Private Use),0
5,PETROL,Himachal Pradesh(96),2026,Camper Van / Trailer (Private Use),0
6,PETROL/CNG,Himachal Pradesh(96),2026,Camper Van / Trailer (Private Use),0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Camper Van / Trailer (Private Use),0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Camper Van / Trailer (Private Use),0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Camper Van / Trailer (Private Use),0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Camper Van / Trailer (Private Use),0
11,PURE EV,Himachal Pradesh(96),2026,Camper Van / Trailer (Private Use),0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Camper Van / Trailer (Private Use),0
1,CNG ONLY,Himachal Pradesh(96),2026,Tow Truck,0
2,DIESEL,Himachal Pradesh(96),2026,Tow Truck,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Tow Truck,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Tow Truck,0
5,PETROL,Himachal Pradesh(96),2026,Tow Truck,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Tow Truck,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Tow Truck,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Tow Truck,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Tow Truck,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Tow Truck,0
11,PURE EV,Himachal Pradesh(96),2026,Tow Truck,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Tow Truck,0
1,CNG ONLY,Himachal Pradesh(96),2026,Breakdown Van,0
2,DIESEL,Himachal Pradesh(96),2026,Breakdown Van,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Breakdown Van,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Breakdown Van,0
5,PETROL,Himachal Pradesh(96),2026,Breakdown Van,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Breakdown Van,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Breakdown Van,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Breakdown Van,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Breakdown Van,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Breakdown Van,0
11,PURE EV,Himachal Pradesh(96),2026,Breakdown Van,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Breakdown Van,0
1,CNG ONLY,Himachal Pradesh(96),2026,Recovery Vehicle,0
2,DIESEL,Himachal Pradesh(96),2026,Recovery Vehicle,2
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Recovery Vehicle,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Recovery Vehicle,0
5,PETROL,Himachal Pradesh(96),2026,Recovery Vehicle,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Recovery Vehicle,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Recovery Vehicle,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Recovery Vehicle,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Recovery Vehicle,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Recovery Vehicle,0
11,PURE EV,Himachal Pradesh(96),2026,Recovery Vehicle,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Recovery Vehicle,0
1,CNG ONLY,Himachal Pradesh(96),2026,Tower Wagon,0
2,DIESEL,Himachal Pradesh(96),2026,Tower Wagon,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Tower Wagon,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Tower Wagon,0
5,PETROL,Himachal Pradesh(96),2026,Tower Wagon,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Tower Wagon,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Tower Wagon,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Tower Wagon,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Tower Wagon,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Tower Wagon,0
11,PURE EV,Himachal Pradesh(96),2026,Tower Wagon,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Tower Wagon,0
1,CNG ONLY,Himachal Pradesh(96),2026,Tree Trimming Vehicle,0
2,DIESEL,Himachal Pradesh(96),2026,Tree Trimming Vehicle,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Tree Trimming Vehicle,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Tree Trimming Vehicle,0
5,PETROL,Himachal Pradesh(96),2026,Tree Trimming Vehicle,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Tree Trimming Vehicle,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Tree Trimming Vehicle,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Tree Trimming Vehicle,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Tree Trimming Vehicle,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Tree Trimming Vehicle,0
11,PURE EV,Himachal Pradesh(96),2026,Tree Trimming Vehicle,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Tree Trimming Vehicle,0
1,CNG ONLY,Himachal Pradesh(96),2026,Construction Equipment Vehicle,0
2,DIESEL,Himachal Pradesh(96),2026,Construction Equipment Vehicle,62
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Construction Equipment Vehicle,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Construction Equipment Vehicle,0
5,PETROL,Himachal Pradesh(96),2026,Construction Equipment Vehicle,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Construction Equipment Vehicle,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Construction Equipment Vehicle,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Construction Equipment Vehicle,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Construction Equipment Vehicle,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Construction Equipment Vehicle,0
11,PURE EV,Himachal Pradesh(96),2026,Construction Equipment Vehicle,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Construction Equipment Vehicle,0
1,CNG ONLY,Himachal Pradesh(96),2026,Omni Bus (Private Use),0
2,DIESEL,Himachal Pradesh(96),2026,Omni Bus (Private Use),0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Omni Bus (Private Use),0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Omni Bus (Private Use),0
5,PETROL,Himachal Pradesh(96),2026,Omni Bus (Private Use),0
6,PETROL/CNG,Himachal Pradesh(96),2026,Omni Bus (Private Use),0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Omni Bus (Private Use),0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Omni Bus (Private Use),0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Omni Bus (Private Use),0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Omni Bus (Private Use),0
11,PURE EV,Himachal Pradesh(96),2026,Omni Bus (Private Use),0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Omni Bus (Private Use),0
1,CNG ONLY,Himachal Pradesh(96),2026,Road Roller,0
2,DIESEL,Himachal Pradesh(96),2026,Road Roller,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Road Roller,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Road Roller,0
5,PETROL,Himachal Pradesh(96),2026,Road Roller,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Road Roller,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Road Roller,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Road Roller,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Road Roller,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Road Roller,0
11,PURE EV,Himachal Pradesh(96),2026,Road Roller,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Road Roller,0
1,CNG ONLY,Himachal Pradesh(96),2026,Excavator (NT),0
2,DIESEL,Himachal Pradesh(96),2026,Excavator (NT),0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Excavator (NT),0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Excavator (NT),0
5,PETROL,Himachal Pradesh(96),2026,Excavator (NT),0
6,PETROL/CNG,Himachal Pradesh(96),2026,Excavator (NT),0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Excavator (NT),0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Excavator (NT),0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Excavator (NT),0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Excavator (NT),0
11,PURE EV,Himachal Pradesh(96),2026,Excavator (NT),0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Excavator (NT),0
1,CNG ONLY,Himachal Pradesh(96),2026,Bulldozer,0
2,DIESEL,Himachal Pradesh(96),2026,Bulldozer,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Bulldozer,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Bulldozer,0
5,PETROL,Himachal Pradesh(96),2026,Bulldozer,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Bulldozer,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Bulldozer,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Bulldozer,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Bulldozer,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Bulldozer,0
11,PURE EV,Himachal Pradesh(96),2026,Bulldozer,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Bulldozer,0
1,CNG ONLY,Himachal Pradesh(96),2026,Harvester,0
2,DIESEL,Himachal Pradesh(96),2026,Harvester,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Harvester,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Harvester,0
5,PETROL,Himachal Pradesh(96),2026,Harvester,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Harvester,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Harvester,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Harvester,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Harvester,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Harvester,0
11,PURE EV,Himachal Pradesh(96),2026,Harvester,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Harvester,0
1,CNG ONLY,Himachal Pradesh(96),2026,Trailer (Agricultural),0
2,DIESEL,Himachal Pradesh(96),2026,Trailer (Agricultural),0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Trailer (Agricultural),0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Trailer (Agricultural),0
5,PETROL,Himachal Pradesh(96),2026,Trailer (Agricultural),0
6,PETROL/CNG,Himachal Pradesh(96),2026,Trailer (Agricultural),0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Trailer (Agricultural),0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Trailer (Agricultural),0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Trailer (Agricultural),0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Trailer (Agricultural),0
11,PURE EV,Himachal Pradesh(96),2026,Trailer (Agricultural),0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Trailer (Agricultural),0
1,CNG ONLY,Himachal Pradesh(96),2026,Earth Moving Equipment,0
2,DIESEL,Himachal Pradesh(96),2026,Earth Moving Equipment,1
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Earth Moving Equipment,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Earth Moving Equipment,0
5,PETROL,Himachal Pradesh(96),2026,Earth Moving Equipment,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Earth Moving Equipment,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Earth Moving Equipment,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Earth Moving Equipment,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Earth Moving Equipment,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Earth Moving Equipment,0
11,PURE EV,Himachal Pradesh(96),2026,Earth Moving Equipment,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Earth Moving Equipment,0
1,CNG ONLY,Himachal Pradesh(96),2026,Trailer For Personal Use,0
2,DIESEL,Himachal Pradesh(96),2026,Trailer For Personal Use,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Trailer For Personal Use,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Trailer For Personal Use,0
5,PETROL,Himachal Pradesh(96),2026,Trailer For Personal Use,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Trailer For Personal Use,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Trailer For Personal Use,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Trailer For Personal Use,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Trailer For Personal Use,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Trailer For Personal Use,0
11,PURE EV,Himachal Pradesh(96),2026,Trailer For Personal Use,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Trailer For Personal Use,0
1,CNG ONLY,Himachal Pradesh(96),2026,Quadricycle (Private),0
2,DIESEL,Himachal Pradesh(96),2026,Quadricycle (Private),0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Quadricycle (Private),0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Quadricycle (Private),0
5,PETROL,Himachal Pradesh(96),2026,Quadricycle (Private),0
6,PETROL/CNG,Himachal Pradesh(96),2026,Quadricycle (Private),0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Quadricycle (Private),0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Quadricycle (Private),0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Quadricycle (Private),0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Quadricycle (Private),0
11,PURE EV,Himachal Pradesh(96),2026,Quadricycle (Private),0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Quadricycle (Private),0
1,CNG ONLY,Himachal Pradesh(96),2026,Armoured/Specialised Vehicle,0
2,DIESEL,Himachal Pradesh(96),2026,Armoured/Specialised Vehicle,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Armoured/Specialised Vehicle,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Armoured/Specialised Vehicle,0
5,PETROL,Himachal Pradesh(96),2026,Armoured/Specialised Vehicle,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Armoured/Specialised Vehicle,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Armoured/Specialised Vehicle,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Armoured/Specialised Vehicle,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Armoured/Specialised Vehicle,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Armoured/Specialised Vehicle,0
11,PURE EV,Himachal Pradesh(96),2026,Armoured/Specialised Vehicle,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Armoured/Specialised Vehicle,0
1,CNG ONLY,Himachal Pradesh(96),2026,Motor Caravan,0
2,DIESEL,Himachal Pradesh(96),2026,Motor Caravan,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Motor Caravan,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Motor Caravan,0
5,PETROL,Himachal Pradesh(96),2026,Motor Caravan,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Motor Caravan,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Motor Caravan,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Motor Caravan,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Motor Caravan,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Motor Caravan,0
11,PURE EV,Himachal Pradesh(96),2026,Motor Caravan,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Motor Caravan,0
1,CNG ONLY,Himachal Pradesh(96),2026,Motor Cycle/Scooter-SideCar(T),0
2,DIESEL,Himachal Pradesh(96),2026,Motor Cycle/Scooter-SideCar(T),0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Motor Cycle/Scooter-SideCar(T),0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Motor Cycle/Scooter-SideCar(T),0
5,PETROL,Himachal Pradesh(96),2026,Motor Cycle/Scooter-SideCar(T),0
6,PETROL/CNG,Himachal Pradesh(96),2026,Motor Cycle/Scooter-SideCar(T),0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Motor Cycle/Scooter-SideCar(T),0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Motor Cycle/Scooter-SideCar(T),0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Motor Cycle/Scooter-SideCar(T),0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Motor Cycle/Scooter-SideCar(T),0
11,PURE EV,Himachal Pradesh(96),2026,Motor Cycle/Scooter-SideCar(T),0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Motor Cycle/Scooter-SideCar(T),0
1,CNG ONLY,Himachal Pradesh(96),2026,Motor Cycle/Scooter-With Trailer,0
2,DIESEL,Himachal Pradesh(96),2026,Motor Cycle/Scooter-With Trailer,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Motor Cycle/Scooter-With Trailer,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Motor Cycle/Scooter-With Trailer,0
5,PETROL,Himachal Pradesh(96),2026,Motor Cycle/Scooter-With Trailer,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Motor Cycle/Scooter-With Trailer,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Motor Cycle/Scooter-With Trailer,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Motor Cycle/Scooter-With Trailer,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Motor Cycle/Scooter-With Trailer,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Motor Cycle/Scooter-With Trailer,0
11,PURE EV,Himachal Pradesh(96),2026,Motor Cycle/Scooter-With Trailer,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Motor Cycle/Scooter-With Trailer,0
1,CNG ONLY,Himachal Pradesh(96),2026,Motor Cycle/Scooter-Used For Hire,0
2,DIESEL,Himachal Pradesh(96),2026,Motor Cycle/Scooter-Used For Hire,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Motor Cycle/Scooter-Used For Hire,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Motor Cycle/Scooter-Used For Hire,0
5,PETROL,Himachal Pradesh(96),2026,Motor Cycle/Scooter-Used For Hire,38
6,PETROL/CNG,Himachal Pradesh(96),2026,Motor Cycle/Scooter-Used For Hire,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Motor Cycle/Scooter-Used For Hire,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Motor Cycle/Scooter-Used For Hire,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Motor Cycle/Scooter-Used For Hire,68
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Motor Cycle/Scooter-Used For Hire,0
11,PURE EV,Himachal Pradesh(96),2026,Motor Cycle/Scooter-Used For Hire,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Motor Cycle/Scooter-Used For Hire,0
1,CNG ONLY,Himachal Pradesh(96),2026,e-Rickshaw with Cart (G),0
2,DIESEL,Himachal Pradesh(96),2026,e-Rickshaw with Cart (G),0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,e-Rickshaw with Cart (G),0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,e-Rickshaw with Cart (G),3
5,PETROL,Himachal Pradesh(96),2026,e-Rickshaw with Cart (G),0
6,PETROL/CNG,Himachal Pradesh(96),2026,e-Rickshaw with Cart (G),0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,e-Rickshaw with Cart (G),0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,e-Rickshaw with Cart (G),0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,e-Rickshaw with Cart (G),0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,e-Rickshaw with Cart (G),0
11,PURE EV,Himachal Pradesh(96),2026,e-Rickshaw with Cart (G),0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,e-Rickshaw with Cart (G),0
1,CNG ONLY,Himachal Pradesh(96),2026,e-Rickshaw(P),0
2,DIESEL,Himachal Pradesh(96),2026,e-Rickshaw(P),0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,e-Rickshaw(P),0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,e-Rickshaw(P),0
5,PETROL,Himachal Pradesh(96),2026,e-Rickshaw(P),0
6,PETROL/CNG,Himachal Pradesh(96),2026,e-Rickshaw(P),0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,e-Rickshaw(P),0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,e-Rickshaw(P),0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,e-Rickshaw(P),0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,e-Rickshaw(P),0
11,PURE EV,Himachal Pradesh(96),2026,e-Rickshaw(P),0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,e-Rickshaw(P),0
1,CNG ONLY,Himachal Pradesh(96),2026,Luxury Cab,0
2,DIESEL,Himachal Pradesh(96),2026,Luxury Cab,0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Luxury Cab,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Luxury Cab,0
5,PETROL,Himachal Pradesh(96),2026,Luxury Cab,0
6,PETROL/CNG,Himachal Pradesh(96),2026,Luxury Cab,0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Luxury Cab,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Luxury Cab,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Luxury Cab,0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Luxury Cab,0
11,PURE EV,Himachal Pradesh(96),2026,Luxury Cab,0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Luxury Cab,0
1,CNG ONLY,Himachal Pradesh(96),2026,Three Wheeler (Passenger),6
2,DIESEL,Himachal Pradesh(96),2026,Three Wheeler (Passenger),0
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Three Wheeler (Passenger),0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Three Wheeler (Passenger),0
5,PETROL,Himachal Pradesh(96),2026,Three Wheeler (Passenger),0
6,PETROL/CNG,Himachal Pradesh(96),2026,Three Wheeler (Passenger),0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Three Wheeler (Passenger),0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Three Wheeler (Passenger),0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Three Wheeler (Passenger),0
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Three Wheeler (Passenger),0
11,PURE EV,Himachal Pradesh(96),2026,Three Wheeler (Passenger),5
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Three Wheeler (Passenger),0
1,CNG ONLY,Himachal Pradesh(96),2026,Three Wheeler (Goods),0
2,DIESEL,Himachal Pradesh(96),2026,Three Wheeler (Goods),15
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Three Wheeler (Goods),0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Three Wheeler (Goods),0
5,PETROL,Himachal Pradesh(96),2026,Three Wheeler (Goods),0
6,PETROL/CNG,Himachal Pradesh(96),2026,Three Wheeler (Goods),0
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Three Wheeler (Goods),0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Three Wheeler (Goods),0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Three Wheeler (Goods),1
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Three Wheeler (Goods),0
11,PURE EV,Himachal Pradesh(96),2026,Three Wheeler (Goods),0
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Three Wheeler (Goods),0
1,CNG ONLY,Himachal Pradesh(96),2026,Goods Carrier,8
2,DIESEL,Himachal Pradesh(96),2026,Goods Carrier,"1,590"
3,DIESEL/HYBRID,Himachal Pradesh(96),2026,Goods Carrier,0
4,ELECTRIC(BOV),Himachal Pradesh(96),2026,Goods Carrier,2
5,PETROL,Himachal Pradesh(96),2026,Goods Carrier,13
6,PETROL/CNG,Himachal Pradesh(96),2026,Goods Carrier,1
7,PETROL(E20)/CNG,Himachal Pradesh(96),2026,Goods Carrier,0
8,PETROL(E20)/HYBRID,Himachal Pradesh(96),2026,Goods Carrier,0
9,PETROL/ETHANOL,Himachal Pradesh(96),2026,Goods Carrier,166
10,PETROL/HYBRID,Himachal Pradesh(96),2026,Goods Carrier,0
11,PURE EV,Himachal Pradesh(96),2026,Goods Carrier,5
12,STRONG HYBRID EV,Himachal Pradesh(96),2026,Goods Carrier,0
